@id;@type;@lat;@lon;ref:mise;brand;name;operator;idImpianto;descCarburante;prezzo;isSelf;dtComu;color
5873843270;node;43.2401979;13.2159600;26414;Simonetti Petroli;;Simonetti Mario S.R.L.;26414;Metano;1.399;0;08/08/2025 00:21:56;Yellow
5910086317;node;43.0501659;13.2749572;30257;;Metano;Rifornimento Metano Perroni;30257;Metano;1.399;0;02/08/2025 11:24:38;Yellow
5953395596;node;46.5679391;11.6853954;27752;Eni;Eni Insam;Dima Des Insam Erwin Johann;27752;Metano;1.509;0;08/08/2025 07:28:14;Red
5965397227;node;42.1074930;13.8753046;34709;Agip Eni;;2D - S.N.C. di De Stephanis Giuseppina & C.;34709;Metano;1.484;0;08/08/2025 07:31:00;Orange
5997594891;node;44.9857929;7.6360090;46795;Eni;Agip;Cicirello Virginia;46795;Metano;1.539;0;08/08/2025 07:40:13;Red
6014978441;node;37.5317560;15.1039467;42015;Esso;Esso;Servizi e Gestioni Zenit srl;42015;Metano;1.999;0;08/08/2025 06:00:30;Red
6041370913;node;44.5856824;11.0805824;4526;Agip Eni;;Metanauto Castelfranco Emilia Società a Responsabilità Limitata;4526;Metano;1.339;0;05/08/2025 08:17:06;Green
6045998667;node;43.6475900;10.6062600;41594;Eni;Eni-Ala;Ala Carburanti S.R.L.;41594;Metano;1.489;0;08/08/2025 07:16:11;Orange
6132360854;node;41.3338100;13.4162200;41927;Petrol Gamma;;Megas - Società a Responsabilità Limitata;41927;Metano;1.459;0;07/08/2025 10:10:05;Orange
6132360858;node;41.4300200;12.8216800;37873;;;Fge Italiana Gas S.R.L.;37873;Metano;1.195;0;04/08/2025 17:05:27;Green
6155772007;node;45.4033352;11.0058885;32391;;DB Fuel;Dbf Via Legnago;32391;Metano;1.249;1;08/08/2025 07:06:11;Green
6464383725;node;40.5300502;17.1683219;41776;Eni;Eni Station;G.F. Siciliano Group S.R.L.;41776;Metano;1.377;0;02/08/2025 12:04:04;Yellow
6497186079;node;40.6488278;15.8233353;42306;;MVS Carburanti;Mvs S.R.L. - Investimenti & Servizi;42306;Metano;1.539;0;04/08/2025 13:31:03;Red
6577053126;node;45.4838985;9.7809150;6550;Q8;Q8;Servizi & Gestioni Italia S.R.L.;6550;Metano;1.345;0;07/08/2025 01:06:53;Yellow
6736050186;node;43.8910209;12.8912819;43332;Tamoil;Tamoil;Forini S.p.A.;43332;Metano;1.399;0;08/08/2025 07:10:16;Yellow
6757962987;node;41.9633843;12.3632554;22212;ICM;ICM;I.C.M. Società in Nome Collettivo di Bruno, Cristiano e Fabrizio Maggi;22212;Metano;1.57;0;07/08/2025 11:36:14;Red
6802126315;node;43.8771390;11.0657769;41534;Economy;Economy;G.S.Service S.R.L.;41534;Metano;1.599;0;07/08/2025 08:28:31;Red
6813459491;node;36.8069074;14.7796798;45925;Blanco Petroli;BP;Blanco Petroli srl;45925;Metano;1.639;1;08/08/2025 00:14:15;Red
6818143074;node;43.7989730;11.2091493;14932;Tamoil;Tamoil;Oil Service S.R.L.;14932;Metano;1.599;0;07/08/2025 12:01:18;Red
6981690186;node;37.4804201;15.0124499;21747;Enilive;Enilive;Geas di Fortunato Roberto & C. snc;21747;Metano;1.599;0;04/08/2025 08:41:15;Red
7155724999;node;46.1162250;11.0897243;46740;Delta energy;Delta Energy;Delta Energy S.R.L.;46740;Metano;1.259;0;08/08/2025 07:36:26;Green
7201350478;node;43.7016340;10.4364553;47313;;BIP Petroli;PROM. SELF S.R.L.;47313;Metano;1.599;0;07/08/2025 11:54:08;Red
7239554390;node;43.8043557;11.2154260;40878;Beyfin;Beyfin;Beyfin S.p.A.;40878;Metano;1.499;0;08/08/2025 07:04:16;Orange
7274343865;node;44.9320444;7.8320409;42191;Api-Ip;;Economy S.R.L.;42191;Metano;1.449;0;05/08/2025 09:50:27;Orange
8043770081;node;44.9180601;7.3646114;35217;;La Combustoil;La Combustoil di Vignetta-guglielmone S.R.L.;35217;Metano;1.599;0;07/08/2025 18:37:01;Red
8520375354;node;45.2332819;7.5885739;49017;;;Epinot Carburanti S.R.L.;49017;Metano;1.419;0;05/08/2025 09:37:58;Orange
8707261895;node;45.5114967;9.5866305;53417;AF Petroli;;A.F. Petroli Treviglio (Bg);53417;Metano;1.259;0;06/08/2025 08:36:34;Green
9051332867;node;44.0963634;12.4846010;4311;Gep carburanti;Gep Carburanti;Celli Giuliano S.R.L.;4311;Metano;1.179;0;07/08/2025 18:27:25;Green
